NomePessoa,Empresa,Valor,Data,Categoria
Linda Baker,"Myers, Wilson and Thomas",1868.61,2024-01-10,Moradia
Misty Brewer,Gould-Walker,711.44,2023-06-27,Educação
Larry Patton,Kelley LLC,1844.75,2025-01-14,Eletrônicos
Christina Ward,"Rogers, Krueger and Little",1984.28,2024-12-15,Eletrônicos
Emily Miller,"Jacobson, Fritz and Owen",1425.1,2023-08-16,Saúde
Christian Dudley,Fuller-Lopez,59.12,2024-01-02,Educação
Michael Roberts Jr.,Mullins-Zimmerman,1046.97,2024-12-14,Alimentação
Sandra Hopkins,Jordan-Odom,812.79,2024-07-23,Moradia
Dale Reynolds,Swanson and Sons,1247.33,2023-10-10,Saúde
Ms. Crystal Tapia DDS,Roberts Ltd,111.32,2024-06-07,Outros
Erin Rush,"Smith, Mckinney and Hoover",255.36,2024-02-21,Moradia
Angela Townsend,Miller-Owens,980.16,2024-06-07,Outros
Morgan Castro,White-Johnson,1335.98,2023-07-07,Outros
Vanessa Scott,Oneill-Scott,1500.39,2024-05-09,Outros
Misty Brewer,Gould-Walker,1997.3,2024-11-20,Eletrônicos
Martin Howard,Scott-Flowers,1651.18,2024-03-30,Lazer
Debra Hall,Payne Group,1431.4,2025-01-02,Saúde
Wesley Estrada,"Smith, Reed and Figueroa",293.0,2024-02-06,Educação
Mark Sullivan,Martin-Anderson,1237.58,2024-12-25,Saúde
Catherine Jacobs,Gomez-Gonzalez,448.27,2023-12-27,Alimentação
Jennifer Brown,Oneill-Scott,34.11,2023-11-11,Eletrônicos
Sarah Williams,Gould-Walker,842.57,2023-10-17,Educação
David Figueroa,Lutz-Welch,1600.95,2023-07-12,Eletrônicos
Kathryn Cox,Kelley-Grant,1098.64,2025-05-21,Saúde
Evan Townsend,Kelley-Grant,429.13,2023-10-18,Vestuário
Kevin Serrano,Jones-Woods,1719.09,2023-11-16,Saúde
George Daniels,"Johnson, Allison and Acevedo",970.5,2024-09-26,Vestuário
Bryan Jimenez,"Newton, Kirk and Collins",941.93,2023-11-25,Eletrônicos
Donald Hunt,Nguyen-Brewer,1348.5,2023-12-18,Vestuário
Ruben Brown,Morris-Clark,1342.14,2024-07-19,Lazer
Craig Pierce,Lutz-Welch,1458.56,2025-04-19,Lazer
Danielle Hall,Dean Ltd,943.16,2023-09-22,Saúde
Justin Young,Kelley LLC,1121.55,2024-02-07,Lazer
Andrew Walters,"Bennett, Acevedo and Rogers",1333.23,2024-12-23,Outros
Jennifer Powers,Scott-Flowers,1338.83,2025-04-13,Outros
Amanda Brown,"Jacobson, Fritz and Owen",565.14,2024-06-05,Educação
Sarah Howard,"Morris, Serrano and Lewis",1631.71,2023-08-27,Transporte
Jorge Mccoy,"Newton, Kirk and Collins",551.66,2023-08-20,Outros
Terri Howard,Smith-Davis,1002.76,2024-11-05,Transporte
William Lin,Jarvis-Rodgers,1904.68,2024-03-20,Saúde
Philip Hobbs,"Medina, Barnes and Greene",1727.62,2024-09-17,Vestuário
Johnny Williams,"Bennett, Acevedo and Rogers",304.46,2024-11-30,Educação
Wanda Cole,Swanson and Sons,1569.12,2024-08-28,Educação
Mrs. Felicia Gardner,Shaffer Ltd,1811.3,2023-12-22,Vestuário
James Guerrero,Walsh Group,1089.0,2023-07-17,Lazer
Sean Trujillo,"Fitzpatrick, Jones and Morgan",1487.62,2025-03-03,Transporte
Madison Monroe,Simpson-Martin,669.11,2024-08-25,Vestuário
Jaime Stuart,Mcdonald-Boyle,333.27,2024-11-13,Moradia
Aaron Nichols,"Smith, Mckinney and Hoover",1857.54,2024-10-13,Vestuário
Tara Poole,Fuller-Lopez,634.77,2023-07-21,Alimentação
Anna Martin,Torres-Rivera,817.79,2025-02-13,Transporte
Samuel Delacruz,"Garcia, Williams and Sullivan",834.3,2024-10-02,Alimentação
Justin Schwartz,"Nguyen, Frazier and Young",1875.81,2023-12-05,Vestuário
William Mcgrath,Mcdonald-Boyle,479.01,2023-11-18,Moradia
Sherry Lucas,Wright-Miller,1916.97,2024-10-30,Educação
Ms. Anita Cordova,Davies-Le,865.91,2024-04-20,Educação
Morgan Tucker,Ward and Sons,494.04,2024-01-24,Eletrônicos
David Payne,"Francis, Bell and Foster",326.79,2024-12-25,Lazer
Samantha Murphy,Stevenson PLC,759.93,2024-08-16,Vestuário
Steven Owen,Martin PLC,173.37,2024-02-20,Alimentação
Laura Hall,Hale-Dean,1085.34,2023-12-17,Moradia
Christopher Myers,Swanson and Sons,193.71,2025-01-14,Eletrônicos
William Lin,Jarvis-Rodgers,14.15,2024-01-01,Eletrônicos
Billy Frazier,Silva PLC,275.63,2023-09-18,Lazer
Trevor Dickerson,Robinson-Valentine,1374.47,2024-09-13,Lazer
Kimberly Smith,"Nguyen, Frazier and Young",1148.27,2023-08-20,Alimentação
Chad Todd,White-Johnson,1786.83,2023-09-21,Lazer
Steven Owen,Martin PLC,87.5,2023-09-07,Vestuário
Linda Baker,"Myers, Wilson and Thomas",1232.58,2024-05-03,Educação
John Rivera,Fuller-Lopez,348.17,2023-11-14,Transporte
Johnny Williams,"Bennett, Acevedo and Rogers",1987.03,2024-01-11,Vestuário
Alan Evans,Byrd-Smith,1190.81,2023-07-13,Outros
Aaron Jones,Lopez Ltd,1665.29,2024-10-17,Saúde
Courtney Mcdaniel,"Rowland, Brock and Garcia",139.24,2023-10-07,Saúde
Lisa Taylor,Woods-Munoz,1290.49,2023-08-11,Outros
Jennifer Wilkerson,Swanson and Sons,997.87,2025-03-25,Educação
Tracy Arellano,Lopez Ltd,574.56,2023-08-06,Transporte
Paul Anderson,Scott-Flowers,683.93,2023-11-20,Eletrônicos
Kevin Leblanc,"Medina, Barnes and Greene",950.59,2025-04-16,Moradia
James Briggs,"Huynh, Black and Barajas",1903.89,2023-12-16,Saúde
Tammy Richardson,"Rowland, Brock and Garcia",1310.44,2024-03-20,Transporte
Justin Lopez,"Myers, Wilson and Thomas",1615.86,2024-04-10,Educação
Thomas Moreno,Fuller-Lopez,1969.35,2024-09-04,Saúde
Kimberly Smith,"Nguyen, Frazier and Young",659.95,2024-01-15,Educação
Karen Lopez,Walker and Sons,305.95,2024-01-14,Eletrônicos
Morgan Castro,White-Johnson,168.11,2024-08-15,Vestuário
Jeffery Haynes,"Bennett, Acevedo and Rogers",224.27,2025-02-04,Moradia
Matthew Oneill,Montes Inc,307.16,2024-12-13,Vestuário
Jennifer Palmer,"Medina, Barnes and Greene",1543.03,2024-05-31,Lazer
Stephen Foster,Hale-Dean,486.12,2023-10-25,Moradia
Carol Boyd,Simpson-Martin,825.66,2024-04-04,Outros
Vanessa Scott,Oneill-Scott,1179.46,2024-12-23,Educação
Brittany George,Stevenson PLC,951.72,2024-02-18,Alimentação
Miranda Nicholson,"Morris, Serrano and Lewis",321.5,2024-11-09,Educação
James Wright,Gilbert Ltd,141.45,2024-02-11,Alimentação
Michael Moore,Cross LLC,1707.6,2024-11-05,Saúde
Rebecca Simpson,Montes Inc,381.26,2025-02-11,Moradia
Mrs. Felicia Gardner,Shaffer Ltd,1320.08,2024-12-23,Transporte
Drew Hines,Robinson-Valentine,1421.19,2024-01-11,Lazer
Michelle Bentley,Jordan-Odom,274.48,2023-09-14,Lazer
Emily Miller,"Jacobson, Fritz and Owen",1933.73,2024-05-09,Transporte
Mary Durham,Sims Ltd,636.43,2023-11-07,Eletrônicos
Jasmine Montoya,"Singleton, Brown and Lawrence",1739.66,2024-02-29,Eletrônicos
Monica Fitzpatrick,"Smith, Reed and Figueroa",508.69,2024-10-24,Vestuário
Beverly Flores,Scott-Flowers,1752.29,2025-05-02,Lazer
Jeffery Haynes,"Bennett, Acevedo and Rogers",93.63,2023-11-02,Eletrônicos
Bradley Peck,Torres-Rivera,1030.44,2023-06-29,Moradia
Brian Ruiz,"Medina, Barnes and Greene",562.95,2023-08-24,Educação
Daniel Hicks,"Jacobson, Fritz and Owen",369.22,2024-02-04,Alimentação
Carlos Brown,"Medina, Barnes and Greene",28.36,2024-04-02,Lazer
James Brown,Rivera-Graham,692.5,2024-06-09,Lazer
David Payne,"Francis, Bell and Foster",15.45,2024-11-08,Moradia
Kelsey Perez,Simpson-Martin,1650.4,2024-07-10,Outros
Michelle Avery,Sanders LLC,430.01,2023-06-28,Lazer
Terri Davis,Torres-Rivera,1320.74,2024-02-26,Outros
Erika Melton,Shaffer Ltd,1066.43,2024-07-23,Outros
Michael Wong,Walker and Sons,1228.8,2025-04-12,Educação
Carol Boyd,Simpson-Martin,1541.73,2024-12-26,Alimentação
Lori Jennings,Carr LLC,1928.64,2024-09-07,Outros
Randy Caldwell,Sanders LLC,1082.2,2024-01-07,Moradia
Cynthia Gutierrez,Williamson-Powell,576.13,2025-01-26,Alimentação
John Malone,Lutz-Welch,1182.75,2023-07-02,Vestuário
James Ferrell,Simpson-Martin,1660.81,2024-05-14,Transporte
Sherry Lucas,Wright-Miller,932.45,2024-12-13,Educação
Andrew Lewis,Carrillo Inc,637.21,2023-08-06,Educação
Michelle Bentley,Jordan-Odom,536.75,2023-12-21,Alimentação
Johnny Griffin,Bailey Ltd,466.65,2024-02-20,Saúde
Michael Montgomery MD,Kelley LLC,538.08,2024-09-09,Outros
Bryan Jackson,Mullins-Zimmerman,90.68,2024-09-28,Moradia
Bradley Peck,Torres-Rivera,799.99,2024-03-10,Transporte
Jennifer Davis,Kelley LLC,1917.69,2023-06-19,Saúde
Mrs. Heather Perry,"Smith, Reed and Figueroa",1630.71,2024-03-26,Outros
Kristin Hall,"Newton, Kirk and Collins",839.34,2024-08-03,Outros
Kelly Kidd,Craig-Martinez,1905.67,2023-08-24,Saúde
Steven Martinez,"Jacobson, Fritz and Owen",1204.49,2023-09-02,Alimentação
Dr. Patricia Dunn,Mcdonald-Boyle,1977.85,2024-02-01,Educação
Natasha Hernandez,Stevenson PLC,1325.96,2025-06-13,Saúde
Jenna Neal,Wright-Miller,240.58,2023-07-13,Educação
Donald Hunt,Nguyen-Brewer,1978.66,2024-04-15,Outros
Karen Schmitt,"Rogers, Krueger and Little",663.89,2025-05-07,Outros
Parker Cook,"Johnson, Allison and Acevedo",408.51,2024-12-09,Transporte
Ruben Brown,Morris-Clark,664.26,2025-06-08,Educação
Victoria Jones,Williams LLC,964.93,2024-06-11,Vestuário
Samantha Carney,Jones-Woods,1862.85,2024-10-30,Saúde
Jesus Johnson,Wong-Weber,1318.34,2025-04-18,Saúde
Elizabeth Bennett,Mcdaniel-Key,332.1,2023-12-03,Transporte
Donna White,"Johnson, Allison and Acevedo",1461.03,2024-11-23,Lazer
Jennifer Wilkerson,Swanson and Sons,1532.53,2024-08-22,Saúde
Larry Patton,Kelley LLC,1995.79,2023-11-10,Outros
William Wright,Morris-Clark,146.49,2024-12-09,Eletrônicos
Tina Hooper,Stevenson PLC,251.67,2024-04-03,Alimentação
Monica Fitzpatrick,"Smith, Reed and Figueroa",486.71,2023-10-30,Saúde
Scott Rogers,Webb-Potts,366.15,2024-05-24,Moradia
David Payne,"Francis, Bell and Foster",251.66,2025-03-05,Outros
Justin Morgan,Thompson PLC,1026.45,2025-02-12,Moradia
Brian Holder,"Huynh, Black and Barajas",1232.59,2023-07-23,Vestuário
Michael Cordova DDS,Walsh Group,1580.11,2024-11-26,Lazer
Tanya Murphy,Martin-Anderson,781.88,2025-06-13,Educação
Christy Lopez,"Johnson, Allison and Acevedo",1890.43,2023-08-14,Alimentação
Adam Mosley,Stuart-Camacho,1828.62,2023-08-27,Vestuário
Eric Serrano,"Nguyen, Frazier and Young",332.96,2024-11-29,Lazer
Edwin Peterson,"Gomez, Diaz and Williams",1048.95,2024-05-03,Outros
Sarah Williams,Gould-Walker,962.59,2025-02-19,Lazer
Tina Wood,Sims Ltd,686.96,2024-07-21,Transporte
Rachel Ellis,Holmes-Kennedy,1515.95,2024-07-03,Vestuário
Judith Huang,Nguyen-Brewer,1029.72,2025-03-26,Transporte
Kimberly Taylor,Terrell Group,343.37,2023-12-13,Moradia
Tara Poole,Fuller-Lopez,1176.85,2024-02-05,Vestuário
Richard Fuentes,Owens-May,1986.11,2025-03-11,Educação
Kathleen Butler,"Francis, Bell and Foster",1317.48,2023-10-28,Moradia
Michael Green,"Smith, Guzman and Brown",1543.97,2025-04-12,Transporte
Fred Gonzales,Gould-Walker,1288.63,2025-03-08,Educação
Sandra Whitehead,"Smith, Reed and Figueroa",93.51,2025-01-09,Moradia
Matthew Smith,Stuart-Camacho,17.41,2024-12-25,Lazer
Morgan Kennedy,"Medina, Barnes and Greene",1975.45,2023-08-07,Lazer
Michael Jones,Sims Ltd,684.06,2024-01-04,Alimentação
Daniel Skinner,West-Bryant,637.19,2024-06-29,Moradia
Jesse Miller,Byrd-Smith,276.82,2024-05-02,Vestuário
Crystal Ortiz,Hale-Dean,1045.82,2025-05-12,Vestuário
Samantha Murphy,Stevenson PLC,280.18,2023-07-23,Moradia
Sharon Coleman,Dean Ltd,1992.31,2024-07-28,Lazer
Kathryn Watson,Jarvis-Rodgers,1253.64,2024-11-09,Alimentação
Dalton Castro,Morris-Clark,1672.1,2024-11-13,Lazer
Michael Hubbard,Jarvis-Rodgers,631.0,2023-11-09,Transporte
Tammy Richardson,"Rowland, Brock and Garcia",87.49,2024-12-12,Vestuário
Amy Clarke,Lambert-Kelley,1878.71,2024-07-22,Eletrônicos
Daniel Graham,Jones-Boyd,523.98,2024-03-20,Transporte
Samuel Delacruz,"Garcia, Williams and Sullivan",568.53,2024-09-30,Transporte
Paula Archer,Jones-Woods,1950.51,2024-09-18,Lazer
Paula Archer,Jones-Woods,1001.59,2024-03-31,Saúde
John Malone,Lutz-Welch,55.24,2025-01-07,Saúde
John Flores,Wright-Miller,377.7,2024-09-24,Vestuário
Erin May,Cameron-Black,283.48,2025-01-25,Outros
Ryan Hatfield,Oneill-Scott,1203.1,2023-10-27,Vestuário
Edward Smith,Sims Ltd,235.61,2023-10-26,Saúde
Steven Martinez,"Jacobson, Fritz and Owen",674.23,2024-03-10,Vestuário
Eric Bruce,Morris-Clark,1157.06,2024-12-02,Vestuário
Heather Richards,"Newton, Kirk and Collins",107.67,2023-12-27,Saúde
Michael Moore,Cross LLC,1523.66,2024-07-31,Outros
Olivia Sanchez,Gilbert Ltd,1719.91,2023-09-25,Outros
Joshua Bowen,Carr LLC,1158.95,2024-07-05,Outros
Michael Miller,Mcdonald-Boyle,1813.58,2023-11-10,Saúde
Steven Owen,Martin PLC,1791.7,2024-03-17,Alimentação
Heather Williams,Woods-Munoz,1838.49,2024-07-30,Transporte
Mark Sullivan,Martin-Anderson,1319.22,2024-04-14,Saúde
Mark Parker,Miller-Owens,113.59,2024-07-22,Vestuário
Jose Day,Martin PLC,1898.48,2025-05-31,Alimentação
Alyssa Mcmahon,Morris-Clark,1783.89,2023-10-12,Alimentação
Laura Bryant,Shaffer Ltd,1620.91,2025-04-15,Transporte
Jamie Price,Jones-Woods,222.71,2024-04-08,Eletrônicos
Michael Wong,Walker and Sons,1879.92,2023-08-14,Educação
Marc Mitchell,Simpson-Martin,674.79,2024-01-15,Eletrônicos
Michael Jones,Sims Ltd,1837.14,2023-09-28,Vestuário
Michael Roberts Jr.,Mullins-Zimmerman,1626.37,2025-03-20,Moradia
Beth Solis,"Wells, Robles and Johnson",1460.21,2025-04-16,Eletrônicos
Jesus Johnson,Wong-Weber,1478.34,2025-05-07,Outros
Bradley Peck,Torres-Rivera,1979.4,2025-05-24,Alimentação
Terri Davis,Torres-Rivera,1050.72,2023-07-21,Saúde
Justin Young,Kelley LLC,1591.38,2023-06-21,Educação
Jacqueline Pacheco,"Smith, Guzman and Brown",1099.65,2024-07-16,Alimentação
Karen Guzman,Mcdaniel-Key,429.9,2025-01-10,Transporte
Mr. Larry Lowery,"Jacobson, Fritz and Owen",1651.8,2024-12-06,Saúde
James Wright,Gilbert Ltd,281.06,2023-09-18,Transporte
Adam Mosley,Stuart-Camacho,1160.88,2023-10-20,Saúde
Angela Kirby,"Jacobson, Fritz and Owen",1236.61,2024-02-14,Vestuário
Bryan Jenkins,"Bennett, Acevedo and Rogers",846.25,2025-02-19,Moradia
Kathy Velasquez,Morris-Clark,1955.85,2025-04-25,Transporte
Michael Wong,Walker and Sons,390.42,2023-07-25,Saúde
Charles Craig,"Myers, Wilson and Thomas",265.1,2025-02-15,Eletrônicos
Sarah Hensley,Ward and Sons,1285.23,2024-12-24,Vestuário
William Walker,"Lee, Jackson and Patel",1345.34,2025-02-18,Eletrônicos
James Brown,Rivera-Graham,90.01,2024-12-01,Educação
Emily Miller,"Jacobson, Fritz and Owen",102.66,2024-02-15,Vestuário
Todd White,West-Bryant,795.49,2024-12-23,Educação
Monique Williams,Martin-Anderson,1919.21,2024-07-29,Alimentação
Heather Oconnell,Riley PLC,428.31,2024-11-22,Vestuário
Michael Soto,"Morris, Serrano and Lewis",1395.49,2024-11-18,Transporte
Alyssa Mcmahon,Morris-Clark,689.3,2025-02-17,Moradia
Wesley Estrada,"Smith, Reed and Figueroa",302.51,2024-07-18,Vestuário
Kelly Kidd,Craig-Martinez,743.83,2023-12-02,Transporte
Connor Brown,"Johnson, Allison and Acevedo",1322.45,2024-11-15,Saúde
Christopher Davenport,Hernandez-Fox,1329.61,2025-02-04,Eletrônicos
Heather Nelson,"Smith, Guzman and Brown",784.53,2023-10-22,Educação
Erin May,Cameron-Black,1335.06,2025-04-11,Educação
Melissa Hall,Carrillo Inc,982.94,2024-07-26,Saúde
Anna Martin,Torres-Rivera,107.38,2023-07-15,Alimentação
Richard May,Oneill-Scott,932.53,2024-07-14,Alimentação
William Hernandez,Owens-May,1778.98,2024-11-01,Alimentação
Denise Simpson,Scott-Flowers,922.91,2025-04-06,Saúde
Donna White,"Johnson, Allison and Acevedo",832.67,2024-09-14,Saúde
Summer Powell,Mcdaniel-Key,574.06,2023-09-14,Eletrônicos
Kathryn Cox,Kelley-Grant,1540.42,2024-01-28,Moradia
Dalton Castro,Morris-Clark,1527.64,2024-03-30,Vestuário
Mark Walker,Kelley LLC,914.31,2024-06-25,Saúde
Wanda Nolan,Scott-Flowers,456.39,2023-10-10,Educação
Tracy Arellano,Lopez Ltd,1729.06,2025-06-09,Moradia
Tonya Mcgee,"Medina, Barnes and Greene",787.28,2024-11-26,Eletrônicos
Willie Hunt II,Hill-Young,448.93,2024-07-09,Eletrônicos
Morgan Kennedy,"Medina, Barnes and Greene",1564.21,2025-06-05,Moradia
Lindsay Guzman,"Cantrell, Martin and Preston",445.56,2024-05-08,Outros
Alexander Buckley,Gilbert Ltd,1287.36,2023-11-17,Eletrônicos
Rachel Moreno,Mann Inc,542.67,2024-11-30,Lazer
Vanessa Peterson,Jordan-Odom,517.07,2024-07-07,Vestuário
Robert Dominguez,Shaffer Ltd,1725.38,2023-08-24,Outros
Glenda Ayers,Smith-Davis,627.33,2024-04-24,Transporte
Christine Mccoy,Mullins-Zimmerman,135.31,2025-05-17,Vestuário
James Gallegos,Carr LLC,1798.56,2025-03-29,Saúde
James Reese,"Fitzpatrick, Jones and Morgan",496.15,2024-10-19,Outros
Donald Oliver,Oneill-Scott,1231.05,2024-06-20,Outros
James Miller,Lutz-Welch,374.07,2025-02-19,Moradia
Rachel Jones,Walker and Sons,16.71,2024-10-29,Alimentação
John Flores,Wright-Miller,1539.3,2025-06-08,Outros
Justin Lopez,"Myers, Wilson and Thomas",1140.22,2024-10-19,Alimentação
Angela Schaefer,Edwards Inc,394.9,2025-01-31,Vestuário
Troy Alvarez,Gould-Walker,619.61,2025-01-01,Transporte
Raymond Cline,Kennedy Ltd,1395.09,2024-03-05,Saúde
Mark Walker,Kelley LLC,406.94,2024-07-15,Transporte
Brian Holder,"Huynh, Black and Barajas",1685.4,2024-07-11,Lazer
Jennifer Wilkerson,Swanson and Sons,766.04,2023-09-18,Educação
Jamie Palmer,Byrd-Smith,497.32,2024-06-05,Alimentação
James Hall,Woods-Munoz,678.93,2024-11-10,Moradia
Angela Townsend,Miller-Owens,489.92,2024-10-02,Lazer
Jacqueline Pacheco,"Smith, Guzman and Brown",462.88,2024-09-20,Outros
Morgan Kennedy,"Medina, Barnes and Greene",1382.56,2023-11-07,Vestuário
Tim Cooper,Jarvis-Rodgers,1792.89,2025-06-04,Educação
Tiffany Medina,Kennedy Ltd,1734.44,2023-08-31,Educação
Melissa Mcdonald,Williams LLC,830.6,2024-10-18,Vestuário
Scott Dawson,Carrillo Inc,1365.11,2024-02-05,Outros
Ashley Green,Swanson and Sons,1439.68,2024-01-18,Educação
Brian Higgins,Jones-Woods,436.92,2024-06-14,Lazer
Jennifer Wilkerson,Swanson and Sons,82.87,2024-05-27,Alimentação
Ricardo Sutton,"Garcia, Williams and Sullivan",1179.12,2024-07-05,Vestuário
Robert Thomas,Mcdaniel-Key,1289.61,2024-08-29,Moradia
Jordan Brown,"Newton, Kirk and Collins",426.08,2024-12-04,Lazer
Andrew Lewis,Carrillo Inc,481.05,2025-04-07,Vestuário
Mark Sullivan,Martin-Anderson,1612.78,2024-02-19,Outros
Justin Jimenez,Wong-Weber,1261.92,2025-01-14,Educação
Cynthia Gutierrez,Williamson-Powell,957.26,2023-09-15,Saúde
Jamie Price,Jones-Woods,342.41,2025-05-05,Alimentação
Michelle Harrell,Kelley LLC,1685.67,2025-05-26,Educação
Christopher Hammond,Scott-Flowers,829.5,2024-04-05,Lazer
Steven Owen,Martin PLC,186.53,2025-04-06,Educação
Donald Hunt,Nguyen-Brewer,1155.59,2025-03-21,Alimentação
Kathryn Cox,Kelley-Grant,1395.79,2024-04-02,Lazer
Autumn Harris,Mcdaniel-Key,910.19,2025-05-19,Eletrônicos
Janet Perez,Young-Fuentes,1480.41,2024-05-23,Alimentação
Kimberly Smith,"Nguyen, Frazier and Young",557.76,2024-10-24,Eletrônicos
Johnny Williams,"Bennett, Acevedo and Rogers",322.34,2025-06-10,Alimentação
Troy Alvarez,Gould-Walker,366.99,2023-10-19,Educação
Eric Jones,"Nguyen, Frazier and Young",273.93,2024-05-23,Moradia
Jennifer Martinez,Woods-Munoz,1326.71,2024-08-01,Educação
Susan Bryant,Carr LLC,277.68,2023-11-30,Vestuário
Karen Schmitt,"Rogers, Krueger and Little",1825.36,2023-09-04,Educação
Katherine Keller,Ward-Bruce,1257.99,2024-12-01,Saúde
Kathleen Butler,"Francis, Bell and Foster",1376.65,2023-10-08,Eletrônicos
Tracy Arellano,Lopez Ltd,135.9,2023-12-19,Eletrônicos
James Ferrell,Simpson-Martin,762.39,2023-08-29,Eletrônicos
Daniel Henderson,West-Bryant,79.91,2023-08-14,Eletrônicos
Todd White,West-Bryant,1687.39,2024-12-02,Transporte
Sean Fischer,"Newton, Kirk and Collins",178.81,2025-04-23,Eletrônicos
Kimberly Taylor,Terrell Group,155.69,2025-04-03,Transporte
Sean Fischer,"Newton, Kirk and Collins",874.89,2023-09-08,Eletrônicos
Alan Evans,Byrd-Smith,1430.26,2023-11-08,Outros
Scott Martin MD,White-Johnson,1357.51,2024-11-27,Lazer
Jennifer Braun,Bailey Ltd,911.58,2024-01-16,Outros
Debra Hall,Payne Group,1138.91,2025-05-18,Moradia
David Klein,Nguyen-Brewer,352.55,2025-06-13,Moradia
Charles Jackson,Jones-Boyd,638.3,2025-03-02,Educação
Michelle Harrell,Kelley LLC,1469.49,2024-10-02,Alimentação
Ronald Christensen,Sims Ltd,817.57,2023-12-16,Transporte
Kelsey Perez,Simpson-Martin,1075.54,2023-07-06,Vestuário
Tina Hooper,Stevenson PLC,1166.99,2024-09-20,Eletrônicos
Ronald Fuentes,Carrillo Inc,117.05,2025-06-05,Outros
Lee Garcia,Smith-Davis,1715.78,2025-01-30,Outros
Willie Hunt II,Hill-Young,795.27,2024-10-14,Eletrônicos
Michael Lawson,Dean Ltd,1040.73,2023-11-16,Outros
Curtis Dougherty,"Gomez, Diaz and Williams",471.28,2024-12-29,Eletrônicos
James Gallegos,Carr LLC,1816.92,2023-12-16,Outros
James Hall,Woods-Munoz,1217.73,2024-09-03,Vestuário
James Gallegos,Carr LLC,1082.62,2024-02-17,Vestuário
Lance Ingram,"Smith, Mckinney and Hoover",1054.9,2023-09-15,Vestuário
Sean Baker,Mann Inc,529.67,2024-02-25,Outros
Angela Evans,Rivera-Graham,1657.94,2023-11-16,Alimentação
Kathryn Cox,Kelley-Grant,986.11,2024-10-29,Educação
Jordan Rollins,Morris-Clark,1607.71,2023-11-17,Educação
James Guerrero,Walsh Group,1276.14,2024-05-19,Outros
Jeffery Haynes,"Bennett, Acevedo and Rogers",1253.43,2024-01-31,Vestuário
James Ortiz,Kelley LLC,1444.63,2024-02-09,Outros
Marc Mitchell,Simpson-Martin,1478.1,2024-08-19,Lazer
Jeanette Hill,Miller-Owens,337.62,2024-02-09,Saúde
Tracey Turner,Lopez Ltd,681.99,2024-04-25,Alimentação
Randy Moran,Carrillo Inc,32.94,2024-09-09,Alimentação
Tara Poole,Fuller-Lopez,1333.12,2024-05-09,Alimentação
Justin Ramsey,Young-Fuentes,1621.1,2024-08-19,Alimentação
James Foster,Williams LLC,651.77,2024-12-07,Vestuário
James Foster,Williams LLC,1379.03,2025-02-08,Moradia
Anthony Thompson,Mullins-Zimmerman,1612.69,2023-08-13,Moradia
Drew Hines,Robinson-Valentine,1789.65,2024-07-07,Lazer
Francisco Paul,Carrillo Inc,1577.06,2024-02-03,Alimentação
Maria Gilmore,Mcdonald-Boyle,308.05,2024-12-21,Lazer
Kevin Mcguire,"Francis, Bell and Foster",764.3,2023-12-05,Vestuário
Thomas Moreno,Fuller-Lopez,1829.38,2025-02-04,Saúde
Autumn Harris,Mcdaniel-Key,591.35,2024-11-16,Eletrônicos
Jesse Miller,Byrd-Smith,1096.09,2024-01-28,Eletrônicos
Kristina Brady,"Medina, Barnes and Greene",1339.61,2024-03-24,Outros
Philip Sullivan,"Johnson, Allison and Acevedo",581.5,2024-06-25,Outros
Adam Mosley,Stuart-Camacho,1538.29,2023-08-01,Eletrônicos
Tony Woods,"Werner, Olsen and Adams",1650.47,2025-03-07,Saúde
Alexis Hoffman,Nguyen-Brewer,1247.09,2023-12-24,Alimentação
Kevin Mcguire,"Francis, Bell and Foster",765.1,2023-09-03,Alimentação
William White,Sims Ltd,875.03,2024-04-28,Alimentação
Cynthia Gutierrez,Williamson-Powell,1202.43,2023-10-05,Alimentação
Debra Hall,Payne Group,529.96,2024-09-04,Educação
Connor Brown,"Johnson, Allison and Acevedo",697.25,2025-06-14,Lazer
Benjamin Miller,Gomez-Gonzalez,729.32,2023-09-13,Outros
Erika Melton,Shaffer Ltd,1064.77,2023-08-31,Transporte
Connor Brown,"Johnson, Allison and Acevedo",1130.37,2024-04-06,Educação
Sean Trujillo,"Fitzpatrick, Jones and Morgan",307.05,2025-05-07,Saúde
Amber Shepherd,Cross LLC,463.41,2024-01-10,Lazer
Andrew Marquez,Stevenson PLC,1326.03,2025-01-03,Lazer
Larry Patton,Kelley LLC,1644.94,2025-01-20,Transporte
Vanessa Scott,Oneill-Scott,93.33,2025-01-27,Alimentação
Jessica Parker,"Cantrell, Martin and Preston",944.84,2024-03-27,Transporte
Terry Garcia,"Werner, Olsen and Adams",488.38,2023-10-24,Outros
Jeanette Hill,Miller-Owens,1240.0,2024-07-28,Alimentação
Kelsey Perez,Simpson-Martin,1252.55,2024-03-14,Outros
Lisa Smith,Young-Fuentes,260.28,2025-05-14,Alimentação
Olivia Grant,"Fitzpatrick, Jones and Morgan",1605.97,2023-09-27,Vestuário
Kenneth Murphy,Davies-Le,789.44,2023-10-30,Outros
Arthur Cooper,Payne Group,1781.51,2025-04-05,Outros
Brian Kirk,Walsh Group,19.89,2024-10-27,Saúde
Kimberly Gillespie,Hernandez-Fox,1715.32,2024-05-25,Eletrônicos
Alexander Wheeler,Payne Group,1897.41,2023-12-11,Moradia
